reference_num,organization,address,classification,start_date,end_date,status,remarks,category
6193,YAYASAN PEMBANGUNAN PELAJAR,"D-03-2, PARAGON POINTJALAN MEDAN PUSAT BANDAR 5SEKSYEN 9 43650 BANDAR BARU BANGI SELANGOR",INSTITUSI/ORGANISASI,2026-01-01,2035-12-31,approved,,Others
6196,"TABUNG PEMBINAAN SEKOLAH MENENGAH (PERSENDIRIAN) TSUN JIN, KUALA LUMPUR","NO. 6, JALAN LOKE YEW 55200 KUALA LUMPUR WP KUALA LUMPUR",TABUNG PEMBINAAN SEKOLAH (TPBS),2007-12-15,2010-12-14,rejected,,Educational
6198,YAYASAN TAHFIZ AN NISAA,D/A MAAHAD TAHFIZ AZ-ZAHRAH LOT 2239 BATU 18 1⁄2 43100 HULU LANGAT SELANGOR,INSTITUSI/ORGANISASI,2009-08-15,2023-12-31,rejected,,Religious Organizations
6199,"PERTUBUHAN ORANG-ORANG BERMASALAH PEMBELAJARAN DAYSPRING SELANGOR (SOCIETY FOR PERSONS WITH LEARNING DIFFICULTIES DAYSPRING,SELANGOR)","NO. 4, SOLOK LIMAUTAMAN MERU 41050 KLANG SELANGOR",INSTITUSI/ORGANISASI,2008-12-01,2025-12-31,rejected,,Disability Services
6199,"PERTUBUHAN ORANG-ORANG BERMASALAH PEMBELAJARAN DAYSPRING, SELANGOR",NO. 4 SOLOK LIMAUTAMAN MERU 41050 KLANG SELANGOR,INSTITUSI/ORGANISASI,2026-01-01,2035-12-31,approved,,Disability Services
6200,"PERSATUAN PEMULIHAN SULTAN AZLAN SHAH, BAGI ORANG-ORANG ISTIMEWA PERAK","LOT 158413, LORONG BERCHAM 11KAMPUNG BERCHAM 31400 IPOH PERAK",INSTITUSI/ORGANISASI,2009-02-15,2025-12-31,rejected,,Disability Services
6200,"PERSATUAN PEMULIHAN SULTAN AZLAN SHAH, BAGI ORANG-ORANG ISTIMEWA PERAK","LOT 158413, LORONG BERCHAM 11KAMPUNG BERCHAM 31400 IPOH PERAK",INSTITUSI/ORGANISASI,2026-01-01,2035-12-31,approved,,Disability Services
6201,PERSATUAN AMAL CHIN MALAYSIA BARAT,"NO. 9, JALAN BISTARIPUSAT BANDAR FASA 2 34200 PARIT BUNTAR PERAK",INSTITUSI/ORGANISASI,2008-09-30,2025-12-31,rejected,,Welfare/Social Services
6201,PERSATUAN AMAL CHIN MALAYSIA BARAT,"NO. 9, JALAN BISTARIPUSAT BANDAR FASA 2 34200 PARIT BUNTAR PERAK",INSTITUSI/ORGANISASI,2026-01-01,2035-12-31,approved,,Welfare/Social Services
6203,YAYASAN ZARA,WNC ADVISORY PIT8A JALAN LAPANGAN TERBANG OFF JALAN SULTAN NAZRIN SHAH 31350 Ipoh PERAK,INSTITUSI/ORGANISASI,2008-06-15,2025-12-31,rejected,,Others
6203,YAYASAN ZARA,"8A, JALAN LAPANGAN TERBANGOFF JALAN SULTAN NAZRIN SHAH 31350 IPOH PERAK",INSTITUSI/ORGANISASI,2026-01-01,2035-12-31,approved,,Others
6205,"TABUNG PEMBINAAN SJK CHUNG HUA SUNGAI TAPANG HILIR, KUCHING, SARAWAK","SJK CHUNG HUASG. TAPANG HILIRLOT 2492, BLOK 217KNLD 93000 KUCHING SARAWAK",TABUNG PEMBINAAN SEKOLAH (TPBS),2008-07-15,2011-07-14,rejected,,Educational
6209,YAYASAN DAR AL-QURAN TEMERLOH,"F-214, JALAN SELAYANG 28000 TEMERLOH PAHANG",INSTITUSI/ORGANISASI,2008-06-01,2025-12-31,rejected,,Religious Organizations
6209,YAYASAN DAR AL-QURAN TEMERLOH,"F-214, JALAN SELAYANG 28000 TEMERLOH PAHANG",INSTITUSI/ORGANISASI,2026-01-01,2035-12-31,approved,,Religious Organizations
6210,"TABUNG PEMBINAAN MASJID AL-HIDAYAH, TAMAN MELAWATI, KUALA LUMPUR","JALAN B6, TAMAN MELAWATI 53100 Kuala Lumpur WP KUALA LUMPUR",TABUNG PEMBINAAN RUMAH IBADAT (TPBRI),2008-10-01,2011-09-30,rejected,,Religious Organizations
6397,YAYASAN PULAI ORANG UTAN BUKIT MERAH,JALAN BUKIT MERAH 34400 SEMANGGOL PERAK,INSTITUSI/ORGANISASI,2026-01-01,2035-12-31,approved,,Environmental/Conservation
6407,BADAN AMAL NUR ZAHARAH BENTONG (BANZ) PAHANG,"LOT 5851, KG. SUM SUM HILIRJANDA BAIK 28750 BENTONG PAHANG",INSTITUSI/ORGANISASI,2008-01-01,2025-12-31,rejected,,Welfare/Social Services
6413,YAYASAN SOROPTIMIST MALAYSIA,"NO. 5, JALAN SETIAPUSPAMEDAN DAMANSARA 50490 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,2011-07-15,2025-12-31,rejected,,Others
6413,YAYASAN SOROPTIMIST MALAYSIA,"NO. 40, JALAN SS20/7DAMANSARA KIM 47400 PETALING JAYA SELANGOR",INSTITUSI/ORGANISASI,2026-01-01,2035-12-31,approved,,Others
6418,YAYASAN HILWANA,"NO. 1, JLN PERMATA SATUTAMAN BERLIAN 02000 KUALA PERLIS PERLIS",INSTITUSI/ORGANISASI,2009-03-15,2012-03-14,revoked,,Others
6419,FAMILY HEALTH FOUNDATION MALAYSIA,"81B, JALAN SS15/5A 47500 SUBANG JAYA SELANGOR",INSTITUSI/ORGANISASI,2008-08-15,2018-12-31,revoked,,Others
6420,YAYASAN ABU BAKAR,"LOT 42, TKT 1KOMPLEKS PERNIAGAAN SULTAN ABDUL HAMIDPERSIARAN SULTAN ABDUL HAMID 05050 ALOR SETAR KEDAH",INSTITUSI/ORGANISASI,2011-05-15,2025-12-31,rejected,,Religious Organizations
6422,"PERTUBUHAN PENGURUSAN PUSAT JAGAAN ORANG-ORANG ISTIMEWA MENTAKAB, TEMERLOH, PAHANG","NO. 2, JALAN TANJONG KERAYONG 28400 MENTAKAB PAHANG",INSTITUSI/ORGANISASI,2008-12-15,2025-12-31,rejected,,Disability Services
6424,YAYASAN NEP DIAMOND TRUST,DELOITTE KASSIMCHAN TAX SERVICES SDN BHDLEVEL 16 UPTOWN 1 1 JLN SS 21/58DAMANSARA UPTOWN 47400 PETALING JAYA SELANGOR,INSTITUSI/ORGANISASI,2008-01-01,2025-12-31,rejected,,Others
6424,YAYASAN NEP DIAMOND TRUST,DELOITTE KASSIMCHAN TAX SERVICES SDN BHDLEVEL 16 UPTOWN 11 JLN SS 21/58DAMANSARA UPTOWN 47400 PETALING JAYA SELANGOR,INSTITUSI/ORGANISASI,2026-01-01,2035-12-31,approved,,Others
6425,PERTUBUHAN KEBAJIKAN AMITABHA MALAYSIA,NO. 59 JALAN GLASIARTAMAN TASEK 80200 JOHOR BAHRU JOHOR,INSTITUSI/ORGANISASI,2010-10-01,2025-06-30,rejected,,Welfare/Social Services
6427,PERTUBUHAN SUKARELAWAN HOSPITAL NEGERI SELANGOR (SUKRAN),JABATAN KERJA SOSIAL PERUBATANHOSPITAL TENGKU AMPUAN RAHIMAHJALAN LANGAT 41200 KLANG SELANGOR,INSTITUSI/ORGANISASI,2009-11-15,2022-06-30,rejected,,Healthcare/Medical
6428,"TABUNG PEMBINAAN SEKOLAH MENENGAH PEREMPUAN KUEN CHENG (FASA 2), KUALA LUMPUR",SEKOLAH MENENGAH PEREMPUAN KUEN CHENGJALAN SYED PUTRA 50460 KUALA LUMPUR WP KUALA LUMPUR,TABUNG PEMBINAAN SEKOLAH (TPBS),2008-08-15,2011-08-14,rejected,,Educational
6429,SIVANANDA HOME,LOT 65707JALAN BUNGARAYA 3KG. BARU BATU CAVES 68100 BATU CAVES SELANGOR,INSTITUSI/ORGANISASI,2008-07-15,2025-12-31,rejected,,Religious Organizations
6429,SIVANANDA HOME,LOT 65707JALAN BUNGARAYA 3KG. BARU BATU CAVES 68100 BATU CAVES SELANGOR,INSTITUSI/ORGANISASI,2026-01-01,2035-12-31,approved,,Religious Organizations
6434,YAYASAN CANSELOR OPEN UNIVERSITY MALAYSIA,OPEN UNIVERSITY MALAYSIAJALAN TUN ISMAIL 50480 KUALA LUMPUR WP KUALA LUMPUR,INSTITUSI/ORGANISASI,2009-10-15,2025-12-31,rejected,,Educational
6434,YAYASAN CANSELOR OPEN UNIVERSITY MALAYSIA,OPEN UNIVERSITY MALAYSIAJALAN TUN ISMAIL 50480 KUALA LUMPUR WP KUALA LUMPUR,INSTITUSI/ORGANISASI,2026-01-01,2035-12-31,approved,,Educational
6436,"PERSATUAN THALASSAEMIA SANDAKAN, SABAH (SANDAKAN THALASSAEMIA SOCIETY)","PUSAT JAGAAN HARIANHOSPITAL DUCHESS OF KENTKM 3.2, JALAN UTARA 90000 SANDAKAN SABAH",INSTITUSI/ORGANISASI,2008-08-15,2021-12-31,rejected,,Healthcare/Medical
6440,CECE EDUCATION FOUNDATION,"SUITE 705, BLOCK AKELANA BUSINESS CENTRE 97JALAN SS 7/2, 47301 PETALING JAYA SELANGOR",INSTITUSI/ORGANISASI,2009-07-15,2025-12-31,rejected,,Educational
6443,TOP GLOVE FOUNDATION,"LOT 4969, JALAN TERATAIBATU 6, OFF JALAN MERU 41050 KLANG SELANGOR",INSTITUSI/ORGANISASI,2009-04-15,2023-03-31,rejected,,Corporate Foundations
6443,TOP GLOVE FOUNDATION,LOT 4969 JALAN TERATAIBATU 6 OFF JALAN MERU 41050 KLANG SELANGOR,INSTITUSI/ORGANISASI,2023-04-01,2026-03-31,approved,,Corporate Foundations
6458,PERSATUAN KEBAJIKAN RUMAH PERLINDUNGAN TERATAK NUR INSAN KUALA LUMPUR DAN SELANGOR (NURI),"NO. 28, JLN AIR KUNING 5, OFF JLN AIR PANAS, SETAPAK 53000 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,2009-07-15,2025-12-31,rejected,,Welfare/Social Services
6459,"TABUNG PEMBINAAN SJK (C) NAM HENG, MASAI, JOHOR BAHRU","BANDAR SERI ALAM 81750 MASAI, JOHOR BAHRU JOHOR",TABUNG PEMBINAAN SEKOLAH (TPBS),2009-01-01,2011-12-31,rejected,,Educational
6460,"TABUNG PEMBINAAN SJK (C) ENG LING, LUMUT, PERAK",JALAN TITI PANJANG 32200 Lumut PERAK,TABUNG PEMBINAAN SEKOLAH (TPBS),2009-01-15,2012-01-14,rejected,,Educational
6461,"PERTUBUHAN PERKHIDMATAN SOSIAL DAN PEMBANGUNAN KOMUNITI DAERAH GOMBAK, SELANGOR","NO. 21, JALAN 2SELAYANG BARU 68100 BATU CAVES SELANGOR",INSTITUSI/ORGANISASI,2009-01-01,2025-12-31,rejected,,Welfare/Social Services
8026,TABUNG PEMBINAAN SEKOLAH MENENGAH KEBANGSAAN CONVENT GREEN LANE,SEKOLAH MENENGAH KEBANGSAAN CONVENT GREEN LANE JALAN MASJID NEGERI 11600 PULAU PINANG,TABUNG PEMBINAAN SEKOLAH (TPBS),2015-09-01,2018-09-01,rejected,,Educational
8029,YAYASAN MYPRIHATIN,NO. 43B (TINGKAT 2)JALAN WAN KADIR 2TAMAN TUN DR ISMAIL 60000 KUALA LUMPUR WP KUALA LUMPUR,INSTITUSI/ORGANISASI,2015-10-01,2025-12-31,rejected,,Welfare/Social Services
8029,YAYASAN MYPRIHATIN,NO. 41B (TINGKAT 2)JALAN WAN KADIRTAMAN TUN DR ISMAIL 60000 KUALA LUMPUR WP KUALA LUMPUR,INSTITUSI/ORGANISASI,2026-01-01,2030-12-31,approved,,Welfare/Social Services
8031,"YAYASAN MASJID AL-JAWAHIR MUTIARA RINI, JOHOR BAHRU",JALAN PERSIARAN JASATAMAN MUTIARA RINI 81300 SKUDAI JOHOR,INSTITUSI/ORGANISASI,2019-09-01,2024-08-31,rejected,,Religious Organizations
8032,PERSATUAN PENJAGAAN KANAK-KANAK TERENCAT AKAL NEGERI SELANGOR,"LOT 1648, JALAN ANGKASABANDAR MAHKOTA BANTING 42700 BANTING SELANGOR",INSTITUSI/ORGANISASI,2020-01-01,2024-12-31,rejected,,Disability Services
8034,PINK RIBBON WELLNESS (L) FOUNDATION,"NO. 3, JALAN KILANG 215/51OFF JALAN TEMPLER 46050 PETALING JAYA SELANGOR",INSTITUSI/ORGANISASI,2022-09-15,2027-09-14,approved,,Healthcare/Medical
8034,PINK RIBBON WELLNESS (L) FOUNDATION,"NO. 3, JALAN KILANG 215/51OFF JALAN TEMPLER 46050 PETALING JAYA SELANGOR",INSTITUSI/ORGANISASI,2017-09-15,2022-09-14,rejected,,Healthcare/Medical
8036,"TABUNG PEMBINAAN SEKOLAH MENENGAH VISI, TAWAU, SABAH","SEKOLAH MENENGAH VISIBLOK ABATU 10,JALAN APAS BANDAR SRI INDAH 91000 TAWAU SABAH",TABUNG PEMBINAAN SEKOLAH (TPBS),2015-12-15,2018-12-15,rejected,,Educational
8037,"TABUNG PEMBINAAN KUIL ARULMIGU ARUMUGASWAMY DHEWASTHANAM, KANGAR, PERLIS",JALAN JUBLI PERAK 01000 Kangar PERLIS,TABUNG PEMBINAAN RUMAH IBADAT (TPBRI),2016-04-01,2019-03-31,rejected,,Religious Organizations
8040,YAYASAN PUTRA BUSINESS SCHOOL,PROFESOR HUMAN GOVERNANCE PHILOSOPHYUNIVERSITI PUTRA MALAYSIA (UPM) 43400 SERDANG SELANGOR,INSTITUSI/ORGANISASI,2018-01-01,2020-12-31,rejected,,Educational
8044,YAYASAN KEBAJIKAN MAHFATIM TERENGGANU,NO. 1596-BLOK ALORONG BERINGINJALAN PANJI ALAM 21100 KUALA TERENGGANU TERENGGANU,INSTITUSI/ORGANISASI,2020-01-01,2024-12-31,rejected,,Welfare/Social Services
8046,"TABUNG PEMBINAAN GEREJA CHRISTIAN LIFE GOSPEL CENTER, KUALA LUMPUR","GEREJA CHRISTIAN LIFE GOSPEL CENTERP.O BOX 1050, JALAN SEMANGAT 46860 Petaling Jaya SELANGOR",TABUNG PEMBINAAN RUMAH IBADAT (TPBRI),2016-05-01,2016-08-31,rejected,,Religious Organizations
8048,YAYASAN MODAL INSAN HARTA,"14, JALAN SBC 6TAMAN SRI BATU CAVES 68100 BATU CAVES SELANGOR",INSTITUSI/ORGANISASI,2017-01-01,2021-12-31,rejected,,Cultural/Arts
8048,YAYASAN MODAL INSAN HARTA,"14, JALAN SBC 6TAMAN SRI BATU CAVES 68100 BATU CAVES SELANGOR",INSTITUSI/ORGANISASI,2022-01-01,2026-12-31,approved,,Cultural/Arts
8050,TABUNG PENDIDIKAN 1 BILION,"D/A ZICO CORPORATE SERVICES SDN BHDSUITE 2-4, LEVEL 2, TOWER BLOCKMENARA MILENIUMJALAN DAMANLALAPUSAT BANDARA DAMANSARA 50490 KUALA LUMPUR WP KUALA LUMPUR",TABUNG KEBAJIKAN DAN PENDIDIKAN (TKDP),2018-01-01,2022-12-31,rejected,,Educational
8051,PERTUBUHAN KEBAJIKAN MANAQIB SYEIKH ABDUL QODIR AL-JAELANI JOHOR,"D/A MADRASAH RIBATH SYEIKH ABDUL QODIR AL-JAELANI1185/1, PARIT KEROMA LAUTJALAN JONID 84000 MUAR JOHOR",INSTITUSI/ORGANISASI,2020-10-01,2025-09-30,rejected,,Welfare/Social Services
8052,PERSATUAN SOLIDARITI NASIONAL (PERSONA),"NO. 16, BATU 4 1/4TELAGA BATAJALAN LANGGAR 06500 ALOR SETAR KEDAH",INSTITUSI/ORGANISASI,2016-06-15,2025-12-31,rejected,,Others
8053,YAYASAN KOLSUM BIVI,"NO. 84 JALAN SULTAN AZLAN SHAH 11950 BAYAN BARU, BAYAN LEPAS PULAU PINANG",INSTITUSI/ORGANISASI,2016-03-15,2025-12-31,rejected,,Others
8055,TABUNG PEMBINAAN GURDWARA SAHIB SEREMBAN,138-A JALAN YAM TUAN 70000 SEREMBAN NEGERI SEMBILAN,TABUNG PEMBINAAN RUMAH IBADAT (TPBRI),2015-09-15,2015-12-31,rejected,,Religious Organizations
8056,"TABUNG PEMBINAAN MASJID MUKIM PADANG PAK AMAT, PASIR PUTEH, KELANTAN",MASJID MUKIM PADANG PAK AMAT JALAN PASIR PUTIH KOTA BHARU 16800 PASIR PUTIH KELANTAN,TABUNG PEMBINAAN RUMAH IBADAT (TPBRI),2015-10-15,2018-09-15,rejected,,Religious Organizations
8057,YAYASAN KEPONG,44 PUSAT REKREASI KEPONGJALAN 12/42TAMAN SEJAHTERAOFF JALAN KUCHING 51200 KUALA LUMPUR WP KUALA LUMPUR,INSTITUSI/ORGANISASI,2016-07-01,2025-12-31,rejected,,Others
8059,YAYASAN PESARA KERAJAAN MALAYSIA,LOT 2511JALAN BUKIT PETALINGBUKIT PETALING 50460 KUALA LUMPUR WP KUALA LUMPUR,INSTITUSI/ORGANISASI,2021-01-01,2025-12-31,rejected,,Religious Organizations
8059,YAYASAN PESARA KERAJAAN MALAYSIA,LOT 2511JALAN BUKIT PETALINGBUKIT PETALING 50460 KUALA LUMPUR WP KUALA LUMPUR,INSTITUSI/ORGANISASI,2026-01-01,2035-12-31,approved,,Religious Organizations
8060,"TABUNG PEMBINAAN MADRASAH TUAN GURU HAJI ABDUL GHANI, MAAHAD TAHFIZ QURAN WAL-QIRAAT MTQ 16, BOTA, PERAK","MADRASAH TUAN GURU HAJI ABDUL GHANIMAAHAD TAHFIZ AL-QURAN WAL-QIRAAT ADDIN-MTQ16BOTA PERAKLOT 11364, KG SERI KAYA 32600 Bota Kiri PERAK",TABUNG PEMBINAAN RUMAH IBADAT (TPBRI),2015-11-01,2018-10-31,rejected,,Religious Organizations
8062,"TABUNG PENGURUSAN RUMAH IBADAT (TPRI) SURAU NURUDDIN D'KAYANGAN, SEKSYEN 13 SHAH ALAM","NO. 1, JALAN AKUATIK 13/65D'KAYANGAN 40100 SHAH ALAM SELANGOR",TABUNG PENGURUSAN RUMAH IBADAT (TPRI),2015-10-30,2025-12-31,rejected,,Religious Organizations
7990,"TABUNG PEMBINAN SURAU EHSANIAH KAMPUNG PULAI, GOPENG, PERAK","SURAU EHSANIAH KAMPUNG PULAI GOPENG, PERAKNO. 7, LEBUH LASAMGREENTOWN 30450 Ipoh PERAK",TABUNG PEMBINAAN RUMAH IBADAT (TPBRI),2015-07-15,2018-07-15,rejected,,Religious Organizations
7991,MATRIX CONCEPTS FOUNDATION,"WISMA MATRIXNO. 57, JALAN TUN DR ISMAIL 70200 SEREMBAN NEGERI SEMBILAN",INSTITUSI/ORGANISASI,2022-01-01,2026-12-31,approved,,Corporate Foundations
7991,MATRIX CONCEPTS FOUNDATION,"WISMA MATRIXNO. 57, JALAN TUN DR ISMAIL 70200 SEREMBAN NEGERI SEMBILAN",INSTITUSI/ORGANISASI,2017-01-01,2021-12-31,rejected,,Corporate Foundations
7992,PERTUBUHAN KEBAJIKAN ANAK-ANAK YATIM BAITUL AL-HILMI MALAYSIA,"LOT 9092, KAMPUNG TAMBAKSLIM VILLAGE 35800 SLIM RIVER PERAK",INSTITUSI/ORGANISASI,2022-05-01,2027-04-30,approved,,Children/Youth
7992,PERTUBUHAN KEBAJIKAN ANAK-ANAK YATIM BAITUL AL-HILMI MALAYSIA,"LOT 9092, KAMPUNG TAMBAKSLIM VILLAGE 35800 SLIM RIVER PERAK",INSTITUSI/ORGANISASI,2017-05-01,2022-04-30,rejected,,Children/Youth
7995,YAYASAN PILAH,"NO. 126-1, JALAN S2 F2GARDEN HOME, SEREMBAN 2 70300 SEREMBAN NEGERI SEMBILAN",INSTITUSI/ORGANISASI,2018-01-01,2022-12-31,rejected,,Others
7995,YAYASAN PILAH,"NO. 126-1, JALAN S2 F2GARDEN HOME, SEREMBAN 2 70300 SEREMBAN NEGERI SEMBILAN",INSTITUSI/ORGANISASI,2015-01-01,2017-12-31,rejected,,Others
7995,YAYASAN PILAH,"NO. 126-1, JALAN S2 F2GARDEN HOME, SEREMBAN 2 70300 SEREMBAN NEGERI SEMBILAN",INSTITUSI/ORGANISASI,2023-01-01,2027-12-31,approved,,Others
7997,PERTUBUHAN KEBAJIKAN DARUL INSYIRAH,"PUSAT JAGAAN DAN PENDIDIKAN WARGA EMASNO. 72, JALAN MELATIBANGI GOLF CLUB 43650 BANDAR BARU BANGI SELANGOR",INSTITUSI/ORGANISASI,2016-01-15,2025-12-31,rejected,,Welfare/Social Services
7997,PERTUBUHAN KEBAJIKAN DARUL INSYIRAH,"PUSAT JAGAAN DAN PENDIDIKAN WARGA EMASNO. 72, JALAN MELATIBANGI GOLF CLUB 43650 BANDAR BARU BANGI SELANGOR",INSTITUSI/ORGANISASI,2026-01-01,2035-12-31,approved,,Welfare/Social Services
8000,YAYASAN PENDIDIKAN KHALIFAH,NO 427 JALAN 2 TAMAN AMPANG UTAMA 68000 AMPANG WP KUALA LUMPUR,INSTITUSI/ORGANISASI,2015-01-01,2019-12-31,rejected,,Educational
8001,"TABUNG PEMBINAAN PUSAT PENGAJIAN AL-QURAN DARUL KAUTSAR (PPADK) BACHOK, KELANTAN",PUSAT PENGAJIAN AL-QURAN DARUL KAUTSARLOT 971-974 MUKIM KUCHELONGJELAWAT 16030 BACHOK KELANTAN,TABUNG PEMBINAAN RUMAH IBADAT (TPBRI),2015-04-01,2018-03-31,rejected,,Religious Organizations
8005,"TABUNG PENGURUSAN RUMAH IBADAT MASJID KAMPUNG PELUBANG, JITRA, KEDAH",MASJID KAMPUNG PELUBANG KAMPUNG PELUBANGMUKIM PELUBANG 06000 JITRA KEDAH,TABUNG PENGURUSAN RUMAH IBADAT (TPRI),2015-07-01,2021-12-31,rejected,,Religious Organizations
8008,YAYASAN WAJA,"NO. 28A, WISMA WAJAJALAN KOTA RAJA E27/EHICOM TOWN CENTRE, SEKSYEN 27 40400 SHAH ALAM SELANGOR",INSTITUSI/ORGANISASI,2022-01-01,2026-12-31,approved,,Others
8008,YAYASAN WAJA,"NO. 28A, WISMA WAJAJALAN KOTA RAJA E27/EHICOM TOWN CENTRE, SEKSYEN 27 40400 SHAH ALAM SELANGOR",INSTITUSI/ORGANISASI,2017-01-01,2021-12-31,rejected,,Others
8010,PERTUBUHAN AMAL ISLAM PULAU PINANG,"35 TINGKAT 1, LEBUH BUCKHIGHAM 10200 GEORGETOWN PULAU PINANG",INSTITUSI/ORGANISASI,2015-06-01,2025-12-31,rejected,,Religious Organizations
8013,SEU TECK SEAN TONG FOUNDATION,"96, PANTAI SATUJALAN TENGKERA 75200 MELAKA",INSTITUSI/ORGANISASI,2015-10-01,2025-12-31,rejected,,Others
8013,SEU TECK SEAN TONG FOUNDATION,"96, PANTAI SATUJALAN TENGKERA 75200 MELAKA",INSTITUSI/ORGANISASI,2026-01-01,2035-12-31,approved,,Others
8014,"PERSATUAN HOSPICE ARK, JOHOR BAHRU, JOHOR","NO. 2, 2A, 2BJALAN SUTERA MERAH 3TAMAN SUTERA 81200 JOHOR BAHRU JOHOR",INSTITUSI/ORGANISASI,2015-01-01,2019-12-31,rejected,,Healthcare/Medical
8014,"PERSATUAN HOSPICE ARK, JOHOR BAHRU, JOHOR","NO. 2, 2A, 2BJALAN SUTERA MERAH 3TAMAN SUTERA 81200 JOHOR BAHRU JOHOR",INSTITUSI/ORGANISASI,2020-01-01,2024-12-31,rejected,,Healthcare/Medical
8019,TABUNG PENGURUSAN RUMAH IBADAT CENTRAL CHRISTIAN CHURCH OF MALAYSIA (KUCHING BRANCH),"LOT 9, 2ND FLOORBLOCK B, KING CENTER 93300 KUCHING SARAWAK",TABUNG PENGURUSAN RUMAH IBADAT (TPRI),2015-11-01,2025-12-31,rejected,,Religious Organizations
8019,TABUNG PENGURUSAN RUMAH IBADAT CENTRAL CHRISTIAN CHURCH OF MALAYSIA (KUCHING BRANCH),"LOT 9, 2ND FLOORBLOCK B, KING CENTER 93300 KUCHING SARAWAK",TABUNG PENGURUSAN RUMAH IBADAT (TPRI),2026-01-01,2035-12-31,approved,,Religious Organizations
8020,"TABUNG PENGURUSAN RUMAH IBADAT PERSATUAN AGAMA BUDDHA BODHI PUCHONG, SELANGOR",PERSATUAN PENGANUT AGAMA BUDDHA BODHI PUCHONGSELANGOR NO 38-CJALAN BPU 1 BANDAR PUCHONG UTAMA 47100 PUCHONG SELANGOR,TABUNG PENGURUSAN RUMAH IBADAT (TPRI),2015-07-01,2021-12-31,rejected,,Religious Organizations
8023,"TABUNG PEMBINAAN SURAU AL-UKHUWAH, TAMAN UKAY BISTARI, AMPANG SELANGOR",SURAU BARU AL-UKHUWAH28 JALAN UB 8TAMAN UKAY BISTARI 68000 Ampang SELANGOR,TABUNG PEMBINAAN RUMAH IBADAT (TPBRI),2015-07-15,2018-07-14,rejected,,Religious Organizations
8024,PERSATUAN ORANG PEKAK NEGERI SEMBILAN,"LOT 3.02, PLAZA SEREMBAN UTARAJALAN TUN DR ISMAIL 70200 Seremban NEGERI SEMBILAN",INSTITUSI/ORGANISASI,2017-12-01,2022-11-30,rejected,,Disability Services
6470,DATO' YU NEH HUAT FOUNDATION,"38, JALAN PPMP7PUSAT PERNIAGAAN MANJUNG POINT 1 32040 SERI MANJUNG PERAK",INSTITUSI/ORGANISASI,2008-12-15,2025-12-31,rejected,,Others
6471,"PERTUBUHAN KEBAJIKAN EHSAN ASH-SHAKUR, SELANGOR DAN KUALA LUMPUR (PEKEAS)","NO. 37, JALAN HIJAU 11/11BLOK 16, BANDAR TASIK PUTERINO. 2, JALAN AMPANG 48020 RAWANG SELANGOR",INSTITUSI/ORGANISASI,2011-07-15,2025-12-31,rejected,,Welfare/Social Services
6473,YAYASAN ARSHAD AYUB,"D/A RYTA TAXATION SERVICES SDN. BHD.WISMA GOSHEN (3RD FLR)NO. 60 & 62, JALAN SS 22/21 47400 PETALING JAYA SELANGOR",INSTITUSI/ORGANISASI,2009-02-15,2025-12-31,rejected,,Others
6474,KLUANG CHONG HWA CHINESE SCHOOL,JALAN SEKOLAH CHONG HWA 86000 KLUANG KEDAH,INSTITUSI/ORGANISASI,2008-12-16,2011-12-15,rejected,,Educational
6476,"PERTUBUHAN BANTUAN MAKANAN UNTUK KELAPARAN ANTARABANGSA, SABAH, MALAYSIA","SHOPLOT NO 7, 1ST FLOOR, TAMAN FORTUNAPHASE 2, KM 4.5, JALAN PENAMPANG 88300 KOTA KINABALU SABAH",INSTITUSI/ORGANISASI,2008-11-01,2025-06-30,rejected,,Emergency/Disaster Relief
6477,YAYASAN VIJAYARATNAM,"LEVEL 10, BLOCK CPJ8, NO. 23JALAN BARAT, SECTION 8 46050 Petaling Jaya SELANGOR",INSTITUSI/ORGANISASI,2010-04-15,2025-12-31,rejected,,Others
6477,YAYASAN VIJAYARATNAM,"LEVEL 10, BLOCK CPJ8, NO. 23JALAN BARATSECTION 8 46050 PETALING JAYA SELANGOR",INSTITUSI/ORGANISASI,2026-01-01,2035-12-31,approved,,Others
6479,SEKRETARIAT MALAYSIA PRIHATIN,"W-201, WEST WINGMETROPOLITAN SQUAREJALAN PJU 8/1DAMANSARA PERDANA 47820 PETALING JAYA SELANGOR",INSTITUSI/ORGANISASI,2008-12-15,2025-12-31,rejected,,Welfare/Social Services
6481,ALLIANCE FOUNDATION,"MEMORIAL TUN HUSSEIN ONNBEKAS PEJABAT PERDANA MENTERIBUKIT PERDANA, JALAN DATO' ONN 50480 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,2009-08-15,2022-12-31,rejected,,Corporate Foundations
6483,"PERSATUAN KEBAJIKAN HAEMODIALISIS ST. ANNE, BUKIT MERTAJAM, PULAU PINANG",NO. 11-17 (TINGKAT BAWAH) TINGKAT MAJUPUSAT PERNIAGAAN MAJU JAYA 14000 BUKIT MERTAJAM PULAU PINANG,INSTITUSI/ORGANISASI,2009-09-15,2025-12-31,rejected,,Healthcare/Medical
